SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,941 N Racine Ave,Chicago,IL,60642,500000,,,CHI - West Town,,2500,,87,,,Active,,,https://www.redfin.com/IL/Chicago/941-N-Racine-Ave-60642/home/45516477,MRED,11829298,N,Y,41.8987199,-87.6573203
MLS Listing,,Single Family Residential,7918 S Troy St,Chicago,IL,60652,235000,3,2.0,CHI - Ashburn,1125,5000,1955,94,209,,Active,,,https://www.redfin.com/IL/Chicago/7918-S-Troy-St-60652/home/13964949,MRED,11817338,N,Y,41.7491025,-87.7014576
MLS Listing,,Condo/Co-op,840 N Lake Shore Dr #1803,Chicago,IL,60611,2350000,3,3.5,CHI - Near North Side,3200,,2003,95,734,3460,Active,,,https://www.redfin.com/IL/Chicago/840-N-Lake-Shore-Dr-60611/unit-1803/home/12681894,MRED,11798605,N,Y,41.8979713,-87.6180674
MLS Listing,,Condo/Co-op,400 N La Salle Dr #1112,Chicago,IL,60654,287500,1,1.0,CHI - Near North Side,723,,2003,96,398,483,Active,,,https://www.redfin.com/IL/Chicago/400-N-La-Salle-Dr-60654/unit-1112/home/12620950,MRED,11823017,N,Y,41.8897707,-87.6329244
MLS Listing,,Condo/Co-op,111 W Maple St #1802,Chicago,IL,60610,495000,2,2.0,CHI - Near North Side,1250,,1989,108,396,933,Active,,,https://www.redfin.com/IL/Chicago/111-W-Maple-St-60610/unit-1802/home/12792483,MRED,11813204,N,Y,41.9016475,-87.6318546
MLS Listing,,Condo/Co-op,653 N Kingsbury St #703,Chicago,IL,60654,749000,3,3.0,CHI - Near North Side,2100,,2004,119,357,1747,Active,,,https://www.redfin.com/IL/Chicago/653-N-Kingsbury-St-60654/unit-703/home/12671358,MRED,11793388,N,Y,41.893666,-87.641324
MLS Listing,,Multi-Family (2-4 Unit),1539 N Kolin Ave,Chicago,IL,60651,450000,6,3.0,CHI - Humboldt Park,,3049,1914,125,,,Active,,,https://www.redfin.com/IL/Chicago/1539-N-Kolin-Ave-60651/home/183050933,MRED,11801086,N,Y,41.9088056,-87.7347993
MLS Listing,,Single Family Residential,325 W 102nd St,Chicago,IL,60628,225000,4,2.0,CHI - Roseland,1121,3101,1966,150,201,,Active,,,https://www.redfin.com/IL/Chicago/325-W-102nd-St-60628/home/13088295,MRED,11774143,N,Y,41.708673,-87.6318008
MLS Listing,,Single Family Residential,8840 S Mozart Ave,Evergreen Park,IL,60805,240000,2,1.0,Evergreen Park,629,3125,1938,173,382,,Active,,,https://www.redfin.com/IL/Evergreen-Park/8840-S-Mozart-Ave-60805/home/13187947,MRED,11762787,N,Y,41.7323056,-87.6937519
MLS Listing,,Condo/Co-op,550 N Saint Clair St #1406,Chicago,IL,60611,364900,1,1.0,CHI - Near North Side,850,,2008,201,429,595,Active,,,https://www.redfin.com/IL/Chicago/550-N-Saint-Clair-St-60611/unit-1406/home/45508350,MRED,11738049,N,Y,41.8922991,-87.6229169
MLS Listing,,Condo/Co-op,3256 W Polk St Unit 3E,Chicago,IL,60624,164900,2,1.0,CHI - East Garfield Park,816,,1911,219,202,294,Active,,,https://www.redfin.com/IL/Chicago/3256-W-Polk-St-60624/unit-3E/home/146001186,MRED,11723006,N,Y,41.8711512,-87.7080632
MLS Listing,,Condo/Co-op,3836 W Lexington St #1,Chicago,IL,60624,100000,4,1.0,CHI - West Garfield Park,1200,,1904,327,83,,Active,,,https://www.redfin.com/IL/Chicago/3836-W-Lexington-St-60624/unit-1/home/13256848,MRED,11645555,N,Y,41.8719439,-87.7218811
Redfin Data,,Single Family Residential,4324 W 78th St,Chicago,IL,60652,274900,3,1.5,Chicago,1081,5226,1955,3,254,,Pre On-Market,,,https://www.redfin.com/IL/Chicago/4324-W-78th-St-60652/home/13980904,Coming Soon,95267,N,Y,41.7518649,-87.7302539
Redfin Data,,Condo/Co-op,7442 N Hermitage Ave Unit 1J,Chicago,IL,60626,279000,3,2.0,Chicago,1510,,1948,3,185,373,Pre On-Market,,,https://www.redfin.com/IL/Chicago/7442-N-Hermitage-Ave-60626/unit-1J/home/176999700,Coming Soon,95268,N,Y,42.0172019,-87.6740429
Redfin Data,,Condo/Co-op,1850 N Clark St #2803,Chicago,IL,60614,359000,2,2.0,Chicago,1100,,1968,5,326,1127,Pre On-Market,,,https://www.redfin.com/IL/Chicago/1850-N-Clark-St-60614/unit-2803/home/13345202,Coming Soon,95226,N,Y,41.9162763,-87.6350284
Redfin Data,,Single Family Residential,5713 W Leland Ave,Chicago,IL,60630,399000,3,3.0,Chicago,1870,4000,1921,21,213,,Pre On-Market,,,https://www.redfin.com/IL/Chicago/5713-W-Leland-Ave-60630/home/13475219,Coming Soon,94972,N,Y,41.9657225,-87.7705157
Redfin Data,,Single Family Residential,2824 N Springfield Ave,Chicago,IL,60618,799900,7,2.5,Chicago,1900,3876,1950,96,421,,Pre On-Market,,,https://www.redfin.com/IL/Chicago/2824-N-Springfield-Ave-60618/home/13448001,Coming Soon,93627,N,Y,41.9325901,-87.7248069
MLS Listing,,Condo/Co-op,3215 W Altgeld St Unit 3215-1,Chicago,IL,60647,425000,3,2.5,CHI - Logan Square,,,,1,,332,Active,,,https://www.redfin.com/IL/Chicago/3215-W-Altgeld-St-60647/unit-3215-1/home/187898128,MRED,11904649,N,Y,41.926444,-87.7083417
MLS Listing,,Single Family Residential,3601 N Sacramento Ave,Chicago,IL,60618,495000,5,3.0,CHI - Irving Park,1877,4499,1908,1,264,,Active,,,https://www.redfin.com/IL/Chicago/3601-N-Sacramento-Ave-60618/home/13452659,MRED,11904772,N,Y,41.9468556,-87.7026164
MLS Listing,,Multi-Family (2-4 Unit),1425 S Karlov Ave,Chicago,IL,60624,424900,9,3.0,CHI - North Lawndale,,6098,2011,1,,,Active,,,https://www.redfin.com/IL/Chicago/1425-S-Karlov-Ave-60623/home/45510978,MRED,11904788,N,Y,41.8616982,-87.7271315
MLS Listing,,Condo/Co-op,6246 N Pulaski Rd #303,Chicago,IL,60646,410000,2,2.0,CHI - Forest Glen,1388,,2023,1,295,375,Active,,,https://www.redfin.com/IL/Chicago/6246-N-Pulaski-Rd-60646/unit-303/home/186216784,MRED,11904783,N,Y,41.9950745,-87.7292347
MLS Listing,,Multi-Family (2-4 Unit),1423 S Karlov Ave,Chicago,IL,60624,424900,9,3.0,CHI - North Lawndale,,6098,2011,1,,,Active,,,https://www.redfin.com/IL/Chicago/1423-S-Karlov-Ave-60623/home/13236252,MRED,11904786,N,Y,41.8617628,-87.7271367
MLS Listing,,Single Family Residential,7029 S Wabash Ave,Chicago,IL,60637,240000,3,2.0,CHI - Greater Grand Crossing,2000,,1905,1,120,,Active,,,https://www.redfin.com/IL/Chicago/7029-S-Wabash-Ave-60637/home/13930127,MRED,11904778,N,Y,41.7665137,-87.6229379
MLS Listing,,Multi-Family (2-4 Unit),2246 N Lockwood Ave,Chicago,IL,60639,443900,6,3.0,CHI - Belmont Cragin,,3750,1924,1,,,Active,,,https://www.redfin.com/IL/Chicago/2246-N-Lockwood-Ave-60639/home/13425950,MRED,11901527,N,Y,41.921813,-87.7588099
MLS Listing,,Single Family Residential,1805 N Sedgwick St,Chicago,IL,60614,3700000,6,6.5,CHI - Lincoln Park,6000,3024,1888,1,617,,Active,,,https://www.redfin.com/IL/Chicago/1805-N-Sedgwick-St-60614/home/13345765,MRED,11871192,N,Y,41.9148915,-87.6384665
MLS Listing,,Condo/Co-op,118 E Erie St Unit 28F,Chicago,IL,60611,1499000,2,2.5,CHI - Near North Side,1937,,2012,1,774,2910,Active,,,https://www.redfin.com/IL/Chicago/118-E-Erie-St-60611/unit-28F/home/113099256,MRED,11904770,N,Y,41.894296,-87.6246389
MLS Listing,,Single Family Residential,3410 S Carpenter St,Chicago,IL,60608,549999,4,3.0,CHI - Bridgeport,2200,3125,1890,1,250,,Active,,,https://www.redfin.com/IL/Chicago/3410-S-Carpenter-St-60608/home/14075114,MRED,11899140,N,Y,41.8323532,-87.6524667
MLS Listing,,Single Family Residential,7321 S Kimbark Ave,Chicago,IL,60619,139900,4,1.5,CHI - South Shore,1452,3149,1884,1,96,,Active,,,https://www.redfin.com/IL/Chicago/7321-S-Kimbark-Ave-60619/home/13922155,MRED,11904711,N,Y,41.7616205,-87.5930804
MLS Listing,,Single Family Residential,7726 S Wabash Ave,Chicago,IL,60619,329900,5,2.0,CHI - Greater Grand Crossing,1400,8529,,1,236,,Active,,,https://www.redfin.com/IL/Chicago/7726-S-Wabash-Ave-60619/home/13918230,MRED,11904483,N,Y,41.7537943,-87.6234489
MLS Listing,,Single Family Residential,3324 W 114th St,Chicago,IL,60655,179900,4,2.0,CHI - Mount Greenwood,1494,3900,1905,1,120,,Active,,,https://www.redfin.com/IL/Chicago/3324-W-114th-St-60655/home/13135576,MRED,11904692,N,Y,41.6867671,-87.7041535
MLS Listing,,Single Family Residential,3923 N Paulina St,Chicago,IL,60613,1600000,5,3.5,CHI - Lake View,3900,2904,2013,1,410,,Active,,,https://www.redfin.com/IL/Chicago/3923-N-Paulina-St-60613/home/45483990,MRED,11904426,N,Y,41.9531592,-87.6711283
MLS Listing,,Vacant Land,4944 N Austin Ave,Chicago,IL,60630,174900,,,CHI - Jefferson Park,,3484,,1,,,Active,,,https://www.redfin.com/IL/Chicago/4944-N-Austin-Ave-60630/home/22726016,MRED,11904743,N,Y,41.971116,-87.7784909
MLS Listing,,Condo/Co-op,888 S Michigan Ave #300,Chicago,IL,60605,715000,3,2.0,CHI - Loop,,,1914,1,,1231,Active,,,https://www.redfin.com/IL/Chicago/888-S-Michigan-Ave-60605/unit-300/home/171321937,MRED,11904750,N,Y,41.8707053,-87.624488
MLS Listing,,Condo/Co-op,7234 W North Ave #912,Elmwood Park,IL,60707,130000,1,1.0,Cameo Tower,,,1976,1,,436,Active,,,https://www.redfin.com/IL/Elmwood-Park/7234-W-North-Ave-60707/unit-912/home/13521670,MRED,11904751,N,Y,41.9091423,-87.8077989
MLS Listing,,Vacant Land,4946 N Austin Ave,Chicago,IL,60630,174900,,,CHI - Jefferson Park,,3484,,1,,,Active,,,https://www.redfin.com/IL/Chicago/4946-N-Austin-Ave-60630/home/22726017,MRED,11904752,N,Y,41.9716705,-87.7786197
MLS Listing,,Condo/Co-op,7631 N Greenview Ave Unit G,Chicago,IL,60626,199000,3,2.0,Greenview Terrace,1470,,1920,1,135,455,Active,,,https://www.redfin.com/IL/Chicago/7631-N-Greenview-Ave-60626/unit-G/home/12661895,MRED,11904741,N,Y,42.0202602,-87.6677798
MLS Listing,,Condo/Co-op,860 W Blackhawk St #702,Chicago,IL,60642,650000,2,2.0,CHI - Near North Side,1416,,2009,1,459,851,Active,,,https://www.redfin.com/IL/Chicago/860-W-Blackhawk-St-60642/unit-702/home/39547855,MRED,11904578,N,Y,41.9088162,-87.6505601
MLS Listing,,Condo/Co-op,2405 N Orchard St #3,Chicago,IL,60614,369000,2,2.0,CHI - Lincoln Park,,,1921,1,,246,Active,,,https://www.redfin.com/IL/Chicago/2405-N-Orchard-St-60614/unit-3/home/12651744,MRED,11904737,N,Y,41.9257402,-87.6461001
MLS Listing,,Condo/Co-op,1235 S Prairie Ave #602,Chicago,IL,60605,499000,2,2.0,CHI - Near South Side,1350,,2006,1,370,680,Active,October-14-2023 12:00 PM,October-14-2023 02:00 PM,https://www.redfin.com/IL/Chicago/1235-S-Prairie-Ave-60605/unit-602/home/18927878,MRED,11904706,N,Y,41.8661749,-87.6213375
MLS Listing,,Condo/Co-op,437 W Division St #307,Chicago,IL,60610,290000,1,1.0,CHI - Near North Side,853,,2008,1,340,534,Active,,,https://www.redfin.com/IL/Chicago/437-W-Division-St-60610/unit-307/home/17357278,MRED,11904729,N,Y,41.9034475,-87.6394341
MLS Listing,,Condo/Co-op,5656 N Maplewood Ave #1,Chicago,IL,60659,216000,2,1.0,CHI - West Ridge,874,,,1,247,211,Active,October-14-2023 12:00 PM,October-14-2023 02:00 PM,https://www.redfin.com/IL/Chicago/5656-N-Maplewood-Ave-60659/unit-1/home/26804385,MRED,11904681,N,Y,41.9847782,-87.6934392
MLS Listing,,Townhouse,335 W 42nd St,Chicago,IL,60609,219000,3,1.0,CHI - Fuller Park,1134,,1964,1,193,,Active,,,https://www.redfin.com/IL/Chicago/335-W-42nd-St-60609/home/12783721,MRED,11904730,N,Y,41.8179739,-87.6350189
MLS Listing,,Condo/Co-op,1622 W Grace St #1,Chicago,IL,60613,294000,2,1.0,CHI - Lake View,,,2006,1,,566,Active,October-14-2023 11:00 AM,October-14-2023 01:00 PM,https://www.redfin.com/IL/Chicago/1622-W-Grace-St-60613/unit-1/home/21831509,MRED,11899280,N,Y,41.9508886,-87.6699707
MLS Listing,,Multi-Family (2-4 Unit),3100 N Leclaire Ave,Chicago,IL,60641,662000,9,6.0,CHI - Belmont Cragin,,3750,1926,1,,,Active,,,https://www.redfin.com/IL/Chicago/3100-N-Leclaire-Ave-60641/home/184005392,MRED,11904704,N,Y,41.937149,-87.7543635
MLS Listing,,Condo/Co-op,1440 N Lake Shore Dr Unit 12E,Chicago,IL,60610,519000,2,2.0,CHI - Near North Side,1515,,1965,1,343,1587,Active,,,https://www.redfin.com/IL/Chicago/1440-N-Lake-Shore-Dr-60610/unit-12E/home/14125176,MRED,11904688,N,Y,41.9089622,-87.6266981
MLS Listing,,Single Family Residential,2242 N Wayne Ave,Chicago,IL,60614,3899900,4,4.5,CHI - Lincoln Park,5300,5952,2011,1,736,,Active,,,https://www.redfin.com/IL/Chicago/2242-N-Wayne-Ave-60614/home/17557179,MRED,11904523,N,Y,41.9229121,-87.6622648
MLS Listing,,Condo/Co-op,4718 S Saint Lawrence Ave #1,Chicago,IL,60615,247000,3,1.5,CHI - Grand Boulevard,2000,,1904,1,124,332,Active,October-15-2023 12:00 PM,October-15-2023 02:00 PM,https://www.redfin.com/IL/Chicago/4718-S-Saint-Lawrence-Ave-60615/unit-1/home/12706047,MRED,11904485,N,Y,41.808791,-87.6117954
MLS Listing,,Condo/Co-op,4324 N Dayton St Unit I,Chicago,IL,60613,559000,3,2.0,CHI - Uptown,1718,,1989,1,325,350,Active,October-14-2023 01:00 PM,October-14-2023 03:00 PM,https://www.redfin.com/IL/Chicago/4324-N-Dayton-St-60613/unit-I/home/13393367,MRED,11897294,N,Y,41.9612354,-87.6515044
MLS Listing,,Vacant Land,4546 S Cottage Grove Ave,Chicago,IL,60653,400000,,,CHI - Grand Boulevard,,29185,,1,,,Active,,,https://www.redfin.com/IL/Chicago/4546-S-Cottage-Grove-Ave-60653/home/84695537,MRED,11875147,N,Y,41.811822,-87.607118
MLS Listing,,Condo/Co-op,2444 W Madison St #3,Chicago,IL,60612,308000,3,2.0,CHI - Near West Side,,,2007,1,,307,Active,,,https://www.redfin.com/IL/Chicago/2444-W-Madison-St-60612/unit-3/home/18935750,MRED,11904320,N,Y,41.8813579,-87.6882526
MLS Listing,,Condo/Co-op,340 E Randolph St #302,Chicago,IL,60601,429000,1,1.5,CHI - Loop,1281,,2005,1,335,691,Active,,,https://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-302/home/26814943,MRED,11904575,N,Y,41.8847771,-87.6190621
MLS Listing,,Multi-Family (5+ Unit),7109 N Western Ave N,Chicago,IL,60645,899900,4,4.0,CHI - West Ridge,,4850,1981,1,,,Active,,,https://www.redfin.com/IL/Chicago/7109-N-Western-Ave-60645/home/13571217,MRED,11904205,N,Y,42.0113035,-87.6899514
MLS Listing,,Townhouse,5300 W Foster Ave,Chicago,IL,60630,320000,2,1.0,CHI - Jefferson Park,1076,3750,1947,1,297,,Active,,,https://www.redfin.com/IL/Chicago/5300-W-Foster-Ave-60630/home/13498569,MRED,11903938,N,Y,41.9753947,-87.7604493
MLS Listing,,Single Family Residential,4851 N Springfield Ave,Chicago,IL,60625,609000,5,3.0,CHI - Albany Park,,3938,1919,1,,,Active,,,https://www.redfin.com/IL/Chicago/4851-N-Springfield-Ave-60625/home/13492994,MRED,11904355,N,Y,41.9697984,-87.7253581
MLS Listing,,Single Family Residential,2310 W 107th Pl,Chicago,IL,60643,475000,4,1.5,CHI - Morgan Park,1920,9000,1943,1,247,,Active,,,https://www.redfin.com/IL/Chicago/2310-W-107th-Pl-60643/home/13072176,MRED,11890687,N,Y,41.6980709,-87.6794261
MLS Listing,,Single Family Residential,3334 W Belle Plaine Ave,Chicago,IL,60618,799000,4,3.5,CHI - Irving Park,,3472,,1,,,Active,October-14-2023 10:00 AM,October-14-2023 12:00 PM,https://www.redfin.com/IL/Chicago/3334-W-Belle-Plaine-Ave-60618/home/183925176,MRED,11904538,N,Y,41.9559471,-87.7119699
MLS Listing,,Condo/Co-op,3200 N Lake Shore Dr #1809,Chicago,IL,60657,150000,1,1.0,CHI - Lake View,900,,1967,1,167,881,Active,,,https://www.redfin.com/IL/Chicago/3200-N-Lake-Shore-Dr-60657/unit-1809/home/13375301,MRED,11904512,N,Y,41.9404761,-87.6398066
MLS Listing,,Single Family Residential,9715 S Claremont Ave,Chicago,IL,60643,399900,4,2.5,CHI - Beverly,,4305,1944,1,,,Active,,,https://www.redfin.com/IL/Chicago/9715-S-Claremont-Ave-60643/home/13099060,MRED,11904573,N,Y,41.7168498,-87.6804016
MLS Listing,,Single Family Residential,11330 S Stewart Ave,Chicago,IL,60628,284900,6,3.0,CHI - Roseland,1900,4613,1915,1,150,,Active,,,https://www.redfin.com/IL/Chicago/11330-S-Stewart-Ave-60628/home/13064440,MRED,11904325,N,Y,41.6878871,-87.6328679
MLS Listing,,Condo/Co-op,9 W Walton St #2701,Chicago,IL,60610,7000000,3,3.5,CHI - Near North Side,4500,,2018,1,1556,4585,Active,,,https://www.redfin.com/IL/Chicago/9-W-Walton-St-60610/unit-2701/home/171315385,MRED,11904562,N,Y,41.8998155,-87.6287676
MLS Listing,,Condo/Co-op,2930 N Sheridan Rd #1709,Chicago,IL,60657,248000,1,1.0,CHI - Lake View,,,1960,1,,469,Active,,,https://www.redfin.com/IL/Chicago/2930-N-Sheridan-Rd-60657/unit-1709/home/39518297,MRED,11904553,N,Y,41.9351067,-87.6397259
MLS Listing,,Multi-Family (2-4 Unit),2301 S Marshall Blvd,Chicago,IL,60623,439999,8,5.0,CHI - South Lawndale,,,1919,1,,,Active,,,https://www.redfin.com/IL/Chicago/2301-S-Marshall-Blvd-60623/home/13232202,MRED,11904551,N,Y,41.849925,-87.698343
MLS Listing,,Single Family Residential,2138 N Clifton Ave,Chicago,IL,60614,3150000,6,6.5,CHI - Lincoln Park,,3125,2008,1,,,Active,,,https://www.redfin.com/IL/Chicago/2138-N-Clifton-Ave-60614/home/18954033,MRED,11883429,N,Y,41.9210154,-87.657414
MLS Listing,,Condo/Co-op,1459 W Superior St Unit 3W,Chicago,IL,60642,775000,3,2.0,CHI - West Town,,,2019,1,,187,Active,October-14-2023 12:00 PM,October-14-2023 02:00 PM,https://www.redfin.com/IL/Chicago/1459-W-Superior-St-60654/unit-3W/home/178255503,MRED,11896120,N,Y,41.894945538,-87.66459864
MLS Listing,,Parking,1235 S Prairie Ave Unit G318,Chicago,IL,60605,40000,,,CHI - Near South Side,,160,2006,1,,52,Active,,,https://www.redfin.com/IL/Chicago/1235-S-Prairie-Ave-60605/unit-G318/home/187891558,MRED,11844363,N,Y,41.8661749,-87.6213375
MLS Listing,,Condo/Co-op,1508 N State Pkwy #3,Chicago,IL,60610,2850000,4,3.5,CHI - Near North Side,2610,,2024,1,1092,,Active,,,https://www.redfin.com/IL/Chicago/1508-N-State-Pkwy-60610/unit-3/home/187891521,MRED,11898525,N,Y,41.9097963,-87.6290915
MLS Listing,,Single Family Residential,9223 S Woodlawn Ave,Chicago,IL,60619,189900,3,2.0,CHI - Burnside,1500,3125,1890,1,127,,Active,,,https://www.redfin.com/IL/Chicago/9223-S-Woodlawn-Ave-60619/home/13113503,MRED,11904492,N,Y,41.7269469,-87.5946625
MLS Listing,,Single Family Residential,11006 S Hoyne Ave,Chicago,IL,60643,294900,3,2.5,CHI - Morgan Park,1262,,1968,1,234,,Active,October-14-2023 12:00 AM,October-14-2023 02:00 PM,https://www.redfin.com/IL/Chicago/11006-S-Hoyne-Ave-60643/home/13071175,MRED,11904500,N,Y,41.6937806,-87.6746654
MLS Listing,,Parking,1134 W Granville Ave Unit P-397,Chicago,IL,60660,19900,,,CHI - Edgewater,,120,2009,1,,66,Active,,,https://www.redfin.com/IL/Chicago/1134-W-Granville-Ave-60660/unit-P-397/home/144509451,MRED,11904407,N,Y,41.9947425,-87.6597943
MLS Listing,,Condo/Co-op,1465 W Erie St #3,Chicago,IL,60642,700000,2,2.0,CHI - West Town,,,2016,1,,282,Active,,,https://www.redfin.com/IL/Chicago/1465-W-Erie-St-60642/unit-3/home/175653225,MRED,11888424,N,Y,41.8932506,-87.6648966
MLS Listing,,Condo/Co-op,363 E Wacker Dr #6503,Chicago,IL,60601,3097218,3,3.0,CHI - Loop,2332,,2020,1,1328,1872,Active,,,https://www.redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-6503/home/187891007,MRED,11904442,N,Y,41.8874508,-87.6174598
MLS Listing,,Condo/Co-op,928 N Wolcott Ave #3,Chicago,IL,60622,575000,2,2.0,CHI - West Town,,,2005,1,,250,Active,,,https://www.redfin.com/IL/Chicago/928-N-Wolcott-Ave-60622/unit-3/home/12608298,MRED,11904457,N,Y,41.8986376,-87.6750008
MLS Listing,,Multi-Family (2-4 Unit),3513 S Seeley Ave,Chicago,IL,60609,380000,3,1.0,CHI - McKinley Park,,,1900,1,,,Active,,,https://www.redfin.com/IL/Chicago/3513-S-Seeley-Ave-60609/home/14078012,MRED,11904371,N,Y,41.8299191,-87.6762393
MLS Listing,,Condo/Co-op,363 E Wacker Dr #1904,Chicago,IL,60601,1838480,2,2.0,CHI - Loop,1715,,2020,1,1072,1202,Active,,,https://www.redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-1904/home/109066646,MRED,11904412,N,Y,41.8874508,-87.6174598
MLS Listing,,Condo/Co-op,800 N Michigan Ave #3203,Chicago,IL,60611,1050000,2,2.5,Park Tower,2000,,2000,1,525,1466,Active,,,https://www.redfin.com/IL/Chicago/800-N-Michigan-Ave-60611/unit-3203/home/12754585,MRED,11904428,N,Y,41.8971181,-87.6255019
MLS Listing,,Single Family Residential,9251 S Justine St,Chicago,IL,60620,239900,4,1.5,CHI - Washington Heights,1581,,1952,1,152,,Active,,,https://www.redfin.com/IL/Chicago/9251-S-Justine-St-60620/home/13103052,MRED,11904299,N,Y,41.7252145,-87.6612068
MLS Listing,,Condo/Co-op,1150 N Lake Shore Dr Unit 12G,Chicago,IL,60611,199900,1,1.0,CHI - Near North Side,,,1957,1,,980,Active,,,https://www.redfin.com/IL/Chicago/1150-N-Lake-Shore-Dr-60611/unit-12G/home/14123249,MRED,11904410,N,Y,41.9035898,-87.6253846
MLS Listing,,Townhouse,6219 N Cicero Ave Unit A,Chicago,IL,60646,320000,2,1.5,CHI - Forest Glen,1259,,1956,1,254,,Active,,,https://www.redfin.com/IL/Chicago/6219-N-Cicero-Ave-60646/unit-A/home/13515984,MRED,11904367,N,Y,41.9936669,-87.7477832
MLS Listing,,Condo/Co-op,3750 N Lake Shore Dr Unit 4D,Chicago,IL,60613,560000,2,2.5,CHI - Lake View,2200,,1926,1,255,2563,Active,,,https://www.redfin.com/IL/Chicago/3750-N-Lake-Shore-Dr-60613/unit-4D/home/40422374,MRED,11902944,N,Y,41.9519345,-87.6453299
MLS Listing,,Condo/Co-op,837 W Roscoe St Unit 1W,Chicago,IL,60657,824900,3,3.0,CHI - Lake View,2800,,2003,1,295,533,Active,,,https://www.redfin.com/IL/Chicago/837-W-Roscoe-St-60657/unit-1W/home/12630199,MRED,11904395,N,Y,41.9433393,-87.6508806
MLS Listing,,Multi-Family (2-4 Unit),1451 W Berwyn Ave,Chicago,IL,60640,1399900,6,3.0,CHI - Edgewater,,3750,1915,1,,,Active,,,https://www.redfin.com/IL/Chicago/1451-W-Berwyn-Ave-60640/home/13403114,MRED,11904228,N,Y,41.977838,-87.6667244
MLS Listing,,Condo/Co-op,405 N Wabash Ave #4504,Chicago,IL,60611,465000,2,2.0,CHI - Near North Side,1250,,1977,1,372,1237,Active,October-14-2023 02:30 PM,October-14-2023 04:30 PM,https://www.redfin.com/IL/Chicago/405-N-Wabash-Ave-60611/unit-4504/home/14098576,MRED,11904381,N,Y,41.8897222,-87.6257722
MLS Listing,,Townhouse,1624 W Altgeld St,Chicago,IL,60614,625000,3,2.0,CHI - Lincoln Park,,1175,1991,1,,,Active,October-14-2023 12:00 PM,October-14-2023 02:00 PM,https://www.redfin.com/IL/Chicago/1624-W-Altgeld-St-60614/home/13357239,MRED,11904291,N,Y,41.927102,-87.6692441
MLS Listing,,Condo/Co-op,5343 S Ellis Ave Unit G-2,Chicago,IL,60615,95900,2,1.0,CHI - Hyde Park,700,,1910,1,137,835,Active,,,https://www.redfin.com/IL/Chicago/5343-S-Ellis-Ave-60615/unit-G-2/home/187889995,MRED,11904188,N,Y,41.7981439,-87.6008877
MLS Listing,,Multi-Family (5+ Unit),6501 S Hermitage Ave,Chicago,IL,60636,450000,14,9.0,CHI - West Englewood,5648,5227,1908,1,80,,Active,,,https://www.redfin.com/IL/Chicago/6501-S-Hermitage-Ave-60636/home/183667549,MRED,11904357,N,Y,41.7756349,-87.667446
MLS Listing,,Vacant Land,608 W Adams St,Chicago,IL,60661,2450000,,,CHI - Near West Side,,4791,,1,,,Active,,,https://www.redfin.com/IL/Chicago/608-W-Adams-St-60661/home/187889929,MRED,11904345,N,Y,41.8796218,-87.6430083
MLS Listing,,Single Family Residential,3517 W 65th Pl,Chicago,IL,60629,274900,7,3.0,CHI - Chicago Lawn,2597,3125,1924,1,106,,Active,,,https://www.redfin.com/IL/Chicago/3517-W-65th-Pl-60629/home/13989931,MRED,11904352,N,Y,41.7740911,-87.7110312
MLS Listing,,Multi-Family (2-4 Unit),8242 S Houston Ave,Chicago,IL,60617,169900,6,3.0,CHI - South Chicago,,3049,1885,1,,,Active,,,https://www.redfin.com/IL/Chicago/8242-S-Houston-Ave-60617/home/13214540,MRED,11904280,N,Y,41.7452054,-87.5506059
MLS Listing,,Condo/Co-op,346 E 41st St #1,Chicago,IL,60653,188000,2,2.0,CHI - Grand Boulevard,1234,,1898,1,152,386,Active,,,https://www.redfin.com/IL/Chicago/346-E-41st-St-60653/unit-1/home/12623710,MRED,11904339,N,Y,41.8203331,-87.6179909
MLS Listing,,Single Family Residential,1822 W Fletcher St,Chicago,IL,60657,1420000,4,3.5,CHI - North Center,,3125,1997,1,,,Active,,,https://www.redfin.com/IL/Chicago/1822-W-Fletcher-St-60657/home/13360270,MRED,11903898,N,Y,41.9389354,-87.674583
MLS Listing,,Condo/Co-op,645 N Kingsbury St #806,Chicago,IL,60610,425000,1,1.5,CHI - Near North Side,,,2002,1,,762,Active,,,https://www.redfin.com/IL/Chicago/645-N-Kingsbury-St-60654/unit-806/home/12707717,MRED,11904019,N,Y,41.8933258,-87.6411183
MLS Listing,,Multi-Family (2-4 Unit),5122 S Campbell Ave,Chicago,IL,60632,279999,5,2.0,CHI - Gage Park,,,1890,1,,,Active,,,https://www.redfin.com/IL/Chicago/5122-S-Campbell-Ave-60632/home/14016799,MRED,11904327,N,Y,41.8003964,-87.6869143
