SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,2550 E 91st St,Chicago,IL,60617,284900,4,2.5,Pill Hill Valley,1483,3604,1942,2,192,,Active,,,https://www.redfin.com/IL/Chicago/2550-E-91st-St-60617/home/13043251,MRED,11903731,N,Y,41.7301354,-87.5613887
MLS Listing,,Condo/Co-op,3104 N Kolmar Ave Unit G,Chicago,IL,60641,199900,2,1.0,CHI - Hermosa,,,1997,2,,198,Active,,,https://www.redfin.com/IL/Chicago/3104-N-Kolmar-Ave-60641/unit-G/home/12726921,MRED,11903721,N,Y,41.937277,-87.741066
MLS Listing,,Multi-Family (2-4 Unit),3440 W Flournoy St,Chicago,IL,60624,250000,5,2.0,CHI - East Garfield Park,,3125,1909,2,,,Active,,,https://www.redfin.com/IL/Chicago/3440-W-Flournoy-St-60624/home/13256975,MRED,11903583,N,Y,41.8728756,-87.7123451
MLS Listing,,Single Family Residential,351 W 100th St,Chicago,IL,60628,295000,4,2.5,CHI - Roseland,1064,,1971,2,277,,Active,,,https://www.redfin.com/IL/Chicago/351-W-100th-St-60628/home/13089544,MRED,11903607,N,Y,41.7123113,-87.632886
MLS Listing,,Condo/Co-op,1740 N Marshfield Ave Unit A10,Chicago,IL,60622,498500,2,2.0,Marshfield Lofts,1800,,,2,277,475,Active,,,https://www.redfin.com/IL/Chicago/1740-N-Marshfield-Ave-60622/unit-A10/home/187370756,MRED,11903697,N,Y,41.9137102,-87.6694019
MLS Listing,,Condo/Co-op,8765 S Kolmar Ave #0,Hometown,IL,60456,210000,2,1.0,Hometown,744,4000,1952,2,282,,Active,,,https://www.redfin.com/IL/Hometown/8765-S-Kolmar-Ave-60456/home/13184352,MRED,11901521,N,Y,41.7327427,-87.7352159
MLS Listing,,Condo/Co-op,88 W Schiller St #201,Chicago,IL,60610,225000,1,1.0,Lowell House,820,,1968,2,274,934,Active,,,https://www.redfin.com/IL/Chicago/88-W-Schiller-St-60610/unit-201/home/187860232,MRED,11901873,N,Y,41.9080921,-87.6312196
MLS Listing,,Single Family Residential,1532 W Chase Ave,Chicago,IL,60626,925000,7,4.5,CHI - Rogers Park,,9000,1909,2,,,Active,October-14-2023 12:00 PM,October-14-2023 02:00 PM,https://www.redfin.com/IL/Chicago/1532-W-Chase-Ave-60626/home/13576520,MRED,11875708,N,Y,42.0141153,-87.6694256
MLS Listing,,Single Family Residential,2512 N Tripp Ave,Chicago,IL,60639,649000,4,2.0,CHI - Hermosa,2164,6250,1901,2,300,,Active,,,https://www.redfin.com/IL/Chicago/2512-N-Tripp-Ave-60639/home/13443169,MRED,11903629,N,Y,41.9266605,-87.7332594
MLS Listing,,Vacant Land,5430 S Kenneth Ave,Chicago,IL,60632,45000,,,CHI - West Elsdon,,3750,,2,,,Active,,,https://www.redfin.com/IL/Chicago/5430-S-Kenneth-Ave-60632/home/14021496,MRED,11903654,N,Y,41.7938758,-87.7347553
MLS Listing,,Single Family Residential,5020 W Waveland Ave,Chicago,IL,60641,750000,5,4.0,CHI - Portage Park,3100,4835,1913,2,242,,Active,,,https://www.redfin.com/IL/Chicago/5020-W-Waveland-Ave-60641/home/13461556,MRED,11903603,N,Y,41.9480872,-87.752978
MLS Listing,,Single Family Residential,8440 S Winchester Ave,Chicago,IL,60620,279000,3,2.5,CHI - Auburn Gresham,1568,4626,1941,2,178,,Active,,,https://www.redfin.com/IL/Chicago/8440-S-Winchester-Ave-60620/home/13908741,MRED,11903627,N,Y,41.7399725,-87.6719386
MLS Listing,,Single Family Residential,9922 S Yale Ave,Chicago,IL,60628,235000,3,2.0,CHI - Roseland,1618,3750,1926,2,145,,Active,,,https://www.redfin.com/IL/Chicago/9922-S-Yale-Ave-60628/home/185973806,MRED,11903297,N,Y,41.7136595,-87.6299702
MLS Listing,,Townhouse,6503 N Kedzie Ave,Chicago,IL,60645,329000,3,1.5,CHI - West Ridge,1120,2060,1953,2,294,,Active,,,https://www.redfin.com/IL/Chicago/6503-N-Kedzie-Ave-60645/home/13584197,MRED,11897253,N,Y,41.99939,-87.7091602
MLS Listing,,Single Family Residential,7119 N Melvina Ave,Chicago,IL,60646,699900,5,3.0,CHI - Forest Glen,2551,,1953,2,274,,Active,October-14-2023 01:00 PM,October-14-2023 03:00 PM,https://www.redfin.com/IL/Chicago/7119-N-Melvina-Ave-60646/home/13591944,MRED,11896398,N,Y,42.0107934,-87.7815815
MLS Listing,,Condo/Co-op,2400 N Lakeview Ave #605,Chicago,IL,60614,175000,0,1.0,CHI - Lincoln Park,500,,1964,2,350,472,Active,,,https://www.redfin.com/IL/Chicago/2400-N-Lakeview-Ave-60614/unit-605/home/13365344,MRED,11903580,N,Y,41.925868,-87.6393368
MLS Listing,,Single Family Residential,8317 S Constance Ave,Chicago,IL,60617,72000,2,1.0,CHI - Avalon Park,1584,3149,1885,2,45,,Active,,,https://www.redfin.com/IL/Chicago/8317-S-Constance-Ave-60617/home/13219692,MRED,11903596,N,Y,41.7437561,-87.5792156
MLS Listing,,Condo/Co-op,3530 N Lincoln Ave #405,Chicago,IL,60657,635000,3,2.5,CHI - Lake View,2000,,2020,2,318,426,Active,,,https://www.redfin.com/IL/Chicago/3530-N-Lincoln-Ave-60657/unit-405/home/185207461,MRED,11903592,N,Y,41.9458577,-87.6733302
MLS Listing,,Multi-Family (2-4 Unit),9212 S Brandon Ave,Chicago,IL,60617,183000,6,2.0,CHI - South Chicago,,,1895,2,,,Active,,,https://www.redfin.com/IL/Chicago/9212-S-Brandon-Ave-60617/home/13042106,MRED,11903595,N,Y,41.7278132,-87.5470732
MLS Listing,,Single Family Residential,2342 W Altgeld St,Chicago,IL,60647,499000,5,2.0,CHI - Logan Square,1488,2185,1892,2,335,,Active,,,https://www.redfin.com/IL/Chicago/2342-W-Altgeld-St-60647/home/13358393,MRED,11901193,N,Y,41.9265961,-87.6869735
MLS Listing,,Single Family Residential,10351 S Springfield Ave,Chicago,IL,60655,350000,4,2.0,CHI - Mount Greenwood,,5000,1947,2,,,Active,,,https://www.redfin.com/IL/Chicago/10351-S-Springfield-Ave-60655/home/13155412,MRED,11903567,N,Y,41.7044577,-87.718146
MLS Listing,,Single Family Residential,4946 S LA Crosse Ave,Chicago,IL,60638,275000,3,1.5,CHI - Garfield Ridge,950,3750,,2,289,,Active,,,https://www.redfin.com/IL/Chicago/4946-S-La-Crosse-Ave-60638/home/14025650,MRED,11897429,N,Y,41.8025976,-87.7445251
MLS Listing,,Multi-Family (2-4 Unit),7954 S Manistee Ave,Chicago,IL,60617,69900,5,2.0,CHI - South Chicago,,3125,1898,2,,,Active,,,https://www.redfin.com/IL/Chicago/7954-S-Manistee-Ave-60617/home/13215646,MRED,11903550,N,Y,41.7502463,-87.5579979
MLS Listing,,Single Family Residential,3723 W 55th St,Chicago,IL,60632,339000,6,2.5,CHI - West Elsdon,1923,5000,1900,2,176,,Active,October-14-2023 11:00 AM,October-14-2023 01:00 PM,https://www.redfin.com/IL/Chicago/3723-W-55th-St-60632/home/14012532,MRED,11903545,N,Y,41.7930751,-87.7167806
MLS Listing,,Condo/Co-op,1460 N Sandburg Ter N Unit 1904A,Chicago,IL,60610,163500,0,1.0,Alcott House,,,1962,2,,397,Active,,,https://www.redfin.com/IL/Chicago/1460-N-Sandburg-Ter-60610/unit-1904A/home/14115699,MRED,11903424,N,Y,41.9083243,-87.6324246
MLS Listing,,Single Family Residential,6630 S Loomis Blvd,Chicago,IL,60636,234900,3,2.0,CHI - West Englewood,1408,3101,1905,2,167,,Active,,,https://www.redfin.com/IL/Chicago/6630-S-Loomis-Blvd-60636/home/13933633,MRED,11896528,N,Y,41.7731166,-87.6594562
MLS Listing,,Single Family Residential,10809 S Indiana Ave SE,Chicago,IL,60628,99500,3,1.0,CHI - Roseland,1326,,1928,2,75,,Active,,,https://www.redfin.com/IL/Chicago/10809-S-Indiana-Ave-60628/home/13079993,MRED,11903488,N,Y,41.6977757,-87.6180955
MLS Listing,,Single Family Residential,8300 S Prairie Ave,Chicago,IL,60619,399900,4,2.0,CHI - Chatham,1272,,1969,2,314,,Active,October-14-2023 12:00 PM,October-14-2023 02:00 PM,https://www.redfin.com/IL/Chicago/8300-S-Prairie-Ave-60619/home/13224953,MRED,11903413,N,Y,41.7434706,-87.6182137
MLS Listing,,Single Family Residential,7923 S Princeton Ave,Chicago,IL,60620,205000,3,1.5,CHI - Chatham,1200,4338,1915,2,171,,Active,,,https://www.redfin.com/IL/Chicago/7923-S-Princeton-Ave-60620/home/22852751,MRED,11903515,N,Y,41.7501068,-87.6316171
MLS Listing,,Condo/Co-op,6817 N Ozark Ave Unit 3B,Chicago,IL,60631,229000,2,1.5,CHI - Edison Park,1100,,1965,2,208,330,Active,,,https://www.redfin.com/IL/Chicago/6817-N-Ozark-Ave-60631/unit-3B/home/13637262,MRED,11894557,N,Y,42.0046044,-87.8205157
MLS Listing,,Condo/Co-op,20 N State St #901,Chicago,IL,60602,229000,1,1.0,CHI - Loop,,,1929,2,,349,Active,,,https://www.redfin.com/IL/Chicago/20-N-State-St-60602/unit-901/home/12680350,MRED,11903482,N,Y,41.8826997,-87.6282649
MLS Listing,,Single Family Residential,4140 W Congress Pkwy,Chicago,IL,60624,200000,3,2.0,CHI - West Garfield Park,732,,1880,2,273,,Active,October-10-2023 02:00 PM,October-10-2023 03:30 PM,https://www.redfin.com/IL/Chicago/4140-W-Congress-Pkwy-60624/home/13254406,MRED,11903391,N,Y,41.874509,-87.729572
MLS Listing,,Single Family Residential,9006 S Union Ave,Chicago,IL,60620,199000,4,1.5,CHI - Auburn Gresham,2400,3149,1931,2,83,,Active,,,https://www.redfin.com/IL/Chicago/9006-S-Union-Ave-60620/home/13108527,MRED,11903484,N,Y,41.7305518,-87.6413137
MLS Listing,,Condo/Co-op,33 W Ontario St Unit 57G,Chicago,IL,60654,300000,1,1.0,CHI - Near North Side,,,2003,2,,718,Active,,,https://www.redfin.com/IL/Chicago/33-W-Ontario-St-60654/unit-57G/home/26813885,MRED,11902427,N,Y,41.8930409,-87.6292713
MLS Listing,,Single Family Residential,9141 S Paxton Ave S,Chicago,IL,60617,182500,3,2.0,CHI - Calumet Heights,1240,3125,1945,3,147,,Active,,,https://www.redfin.com/IL/Chicago/9141-S-Paxton-Ave-60617/home/13115873,MRED,11901584,N,Y,41.7286222,-87.5703768
MLS Listing,,Single Family Residential,8804 S Paxton Ave S,Chicago,IL,60617,255000,3,2.0,CHI - Calumet Heights,2011,,1954,3,127,,Active,,,https://www.redfin.com/IL/Chicago/8804-S-Paxton-Ave-60617/home/13115966,MRED,11901450,N,Y,41.7350834,-87.5711186
MLS Listing,,Single Family Residential,3332 N Newcastle Ave,Chicago,IL,60634,525000,4,2.5,Schorsch Village,2000,4965,1943,3,263,,Active,,,https://www.redfin.com/IL/Chicago/3332-N-Newcastle-Ave-60634/home/13469175,MRED,11900392,N,Y,41.9409911,-87.7973241
MLS Listing,,Multi-Family (2-4 Unit),7407 S Saint Lawrence Ave,Chicago,IL,60619,79999,9,4.0,CHI - Greater Grand Crossing,,3049,1895,3,,,Active,,,https://www.redfin.com/IL/Chicago/7407-S-Saint-Lawrence-Ave-60619/home/183639462,MRED,11903474,N,Y,41.7599972,-87.6099967
MLS Listing,,Single Family Residential,4844 S Long Ave,Stickney,IL,60638,270000,3,2.0,Stickney,1511,6250,1949,3,179,,Active,,,https://www.redfin.com/IL/Chicago/4844-S-Long-Ave-60638/home/14027143,MRED,11903192,N,Y,41.804261,-87.758094
MLS Listing,,Single Family Residential,3904 N Oak Park Ave,Chicago,IL,60634,394900,3,2.0,CHI - Dunning,1307,3125,1932,3,302,,Active,,,https://www.redfin.com/IL/Chicago/3904-N-Oak-Park-Ave-60634/home/13471123,MRED,11903453,N,Y,41.9512065,-87.7964869
MLS Listing,,Single Family Residential,9537 S Emerald Ave,Chicago,IL,60628,259900,3,2.0,CHI - Washington Heights,1951,,1962,3,133,,Active,,,https://www.redfin.com/IL/Chicago/9537-S-Emerald-Ave-60628/home/13093214,MRED,11903369,N,Y,41.7203755,-87.6416756
MLS Listing,,Single Family Residential,10506 S Eggleston Ave,Chicago,IL,60628,239900,5,1.5,CHI - Roseland,1100,,1929,3,218,,Active,,,https://www.redfin.com/IL/Chicago/10506-S-Eggleston-Ave-60628/home/13078587,MRED,11903003,N,Y,41.7030801,-87.6345824
MLS Listing,,Single Family Residential,4541 S Michigan Ave,Chicago,IL,60653,1175000,8,7.0,CHI - Grand Boulevard,10348,12632,1888,3,114,,Active,,,https://www.redfin.com/IL/Chicago/4541-S-Michigan-Ave-60653/home/13961104,MRED,11903427,N,Y,41.8119776,-87.6224751
MLS Listing,,Multi-Family (2-4 Unit),2417 W Dakin St,Chicago,IL,60618,665000,6,3.0,CHI - North Center,,3025,1931,3,,,Active,,,https://www.redfin.com/IL/Chicago/2417-W-Dakin-St-60618/home/13452616,MRED,11903402,N,Y,41.9529098,-87.6892074
MLS Listing,,Multi-Family (2-4 Unit),1336 N Central Ave,Chicago,IL,60651,449900,4,3.0,CHI - Austin,,,1917,3,,,Active,,,https://www.redfin.com/IL/Chicago/1336-N-Central-Ave-60651/home/13278172,MRED,11903422,N,Y,41.9050757,-87.7660363
MLS Listing,,Single Family Residential,1055 N Drake Ave,Chicago,IL,60651,499900,5,4.0,CHI - Humboldt Park,1663,3750,1914,3,301,,Active,,,https://www.redfin.com/IL/Chicago/1055-N-Drake-Ave-60651/home/13283921,MRED,11903418,N,Y,41.9007391,-87.7150297
MLS Listing,,Single Family Residential,815 N Latrobe Ave,Chicago,IL,60651,199900,4,2.0,CHI - Austin,3216,,,3,62,,Active,,,https://www.redfin.com/IL/Chicago/815-N-Latrobe-Ave-60651/home/185971332,MRED,11903414,N,Y,41.895465,-87.7566321
MLS Listing,,Condo/Co-op,2134 W Pierce Ave #1,Chicago,IL,60622,1499999,4,3.5,CHI - West Town,3800,,1905,3,395,385,Active,,,https://www.redfin.com/IL/Chicago/2134-W-Pierce-Ave-60622/unit-1/home/183342766,MRED,11902800,N,Y,41.9096084,-87.6811886
MLS Listing,,Multi-Family (2-4 Unit),1906 W 34th Pl,Chicago,IL,60608,649900,6,4.0,CHI - McKinley Park,,,1895,3,,,Active,,,https://www.redfin.com/IL/Chicago/1906-W-34th-Pl-60608/home/14077235,MRED,11902534,N,Y,41.8315651,-87.6731963
MLS Listing,,Single Family Residential,149 W 118th St,Chicago,IL,60628,59000,3,1.0,CHI - West Pullman,1312,,1955,3,45,,Active,,,https://www.redfin.com/IL/Chicago/149-W-118th-St-60628/home/13060857,MRED,11903400,N,Y,41.6796232,-87.6271025
MLS Listing,,Condo/Co-op,1917 W Granville Ave #102,Chicago,IL,60660,195000,2,1.0,CHI - West Ridge,1000,,1978,3,195,190,Active,,,https://www.redfin.com/IL/Chicago/1917-W-Granville-Ave-60660/unit-102/home/13407165,MRED,11903401,N,Y,41.9941033,-87.6779533
MLS Listing,,Condo/Co-op,6957 N Ashland Blvd Unit 3S,Chicago,IL,60626,349900,2,2.0,CHI - Rogers Park,1400,,2006,3,250,298,Active,,,https://www.redfin.com/IL/Chicago/6957-N-Ashland-Blvd-60626/unit-3S/home/18940016,MRED,11903399,N,Y,42.0083253,-87.6698449
MLS Listing,,Single Family Residential,6550 S Kilpatrick Ave,Chicago,IL,60629,345000,3,2.0,CHI - Clearing,,3750,1928,3,,,Active,,,https://www.redfin.com/IL/Chicago/6550-S-Kilpatrick-Ave-60629/home/13993893,MRED,11903397,N,Y,41.7733444,-87.7399853
MLS Listing,,Single Family Residential,7520 W Ainslie St,Harwood Heights,IL,60706,375000,3,2.0,Harwood Heights,1144,3750,1960,3,328,,Active,,,https://www.redfin.com/IL/Harwood-Heights/7520-W-Ainslie-St-60706/home/13555476,MRED,11902148,N,Y,41.9690893,-87.8156331
MLS Listing,,Condo/Co-op,1325 W North Shore Ave Unit 2S,Chicago,IL,60626,245000,2,1.0,CHI - Rogers Park,,,1920,3,,270,Active,,,https://www.redfin.com/IL/Chicago/1325-W-North-Shore-Ave-60626/unit-2S/home/18943857,MRED,11903364,N,Y,42.0031674,-87.6646231
MLS Listing,,Multi-Family (2-4 Unit),4116 W Arthington St,Chicago,IL,60624,435000,8,3.0,CHI - West Garfield Park,,,1917,3,,,Active,,,https://www.redfin.com/IL/Chicago/4116-W-Arthington-St-60624/home/13254711,MRED,11902991,N,Y,41.8702224,-87.7285973
MLS Listing,,Single Family Residential,3432 W 61st Pl,Chicago,IL,60629,319900,7,3.0,CHI - Chicago Lawn,1860,10890,1924,3,172,,Active,,,https://www.redfin.com/IL/Chicago/3432-W-61st-Pl-60629/home/14007213,MRED,11903343,N,Y,41.7818283,-87.709413
MLS Listing,,Multi-Family (2-4 Unit),7339 S Bennett Ave,Chicago,IL,60649,255000,4,2.0,CHI - South Shore,,5227,1920,3,,,Active,,,https://www.redfin.com/IL/Chicago/7339-S-Bennett-Ave-60649/home/13926415,MRED,11903387,N,Y,41.7613643,-87.5789936
MLS Listing,,Condo/Co-op,221 E Cullerton St #301,Chicago,IL,60616,249000,1,1.0,CHI - Near South Side,836,,,3,298,415,Active,,,https://www.redfin.com/IL/Chicago/221-E-Cullerton-St-60616/unit-301/home/12692706,MRED,11900777,N,Y,41.8553079,-87.6210253
MLS Listing,,Single Family Residential,7632 S Laflin St,Chicago,IL,60620,264000,6,3.0,CHI - Auburn Gresham,5154,3125,1941,3,51,,Active,,,https://www.redfin.com/IL/Chicago/7632-S-Laflin-St-60620/home/13914383,MRED,11903386,N,Y,41.7548567,-87.6622099
MLS Listing,,Single Family Residential,3728 W Mclean Ave,Chicago,IL,60647,495000,6,3.0,CHI - Logan Square,2800,3150,,3,177,,Active,,,https://www.redfin.com/IL/Chicago/3728-W-McLean-Ave-60647/home/183682739,MRED,11903296,N,Y,41.9183598,-87.7204338
MLS Listing,,Condo/Co-op,118 N Willard Ct #202,Chicago,IL,60607,2500000,4,3.5,CHI - Near West Side,,,2023,3,,294,Active,,,https://www.redfin.com/IL/Chicago/118-N-Willard-Ct-60607/unit-202/home/187854252,MRED,11903110,N,Y,41.883562,-87.657926
MLS Listing,,Multi-Family (2-4 Unit),4138 N Clarendon Ave,Chicago,IL,60613,1125000,8,6.0,CHI - Uptown,,,1910,3,,,Active,,,https://www.redfin.com/IL/Chicago/4138-N-Clarendon-Ave-60613/home/187009964,MRED,11903372,N,Y,41.95679,-87.650001
MLS Listing,,Condo/Co-op,118 N Willard Ct #101,Chicago,IL,60607,799000,2,2.0,CHI - Near West Side,,,2023,3,,95,Active,,,https://www.redfin.com/IL/Chicago/118-N-Willard-Ct-60607/unit-101/home/187854165,MRED,11903078,N,Y,41.883562,-87.657926
MLS Listing,,Single Family Residential,8608 S Carpenter St,Chicago,IL,60620,139000,3,1.5,CHI - Auburn Gresham,1114,,1963,3,125,,Active,,,https://www.redfin.com/IL/Chicago/8608-S-Carpenter-St-60620/home/13227556,MRED,11902475,N,Y,41.7374692,-87.6500233
MLS Listing,,Single Family Residential,5345 N Neenah Ave,Chicago,IL,60656,400000,3,2.0,Union Ridge,1977,3690,1925,3,202,,Active,,,https://www.redfin.com/IL/Chicago/5345-N-Neenah-Ave-60656/home/13504795,MRED,11903024,N,Y,41.9787973,-87.7899173
MLS Listing,,Multi-Family (2-4 Unit),6742 S Morgan St,Chicago,IL,60621,159000,5,2.0,CHI - Englewood,,3920,1904,3,,,Active,,,https://www.redfin.com/IL/Chicago/6742-S-Morgan-St-60621/home/13932403,MRED,11903307,N,Y,41.7711634,-87.6497114
MLS Listing,,Single Family Residential,7419 W Birchwood Ave,Chicago,IL,60631,349000,3,1.5,CHI - Edison Park,2250,5375,1955,3,155,,Active,,,https://www.redfin.com/IL/Chicago/7419-W-Birchwood-Ave-60631/home/13651110,MRED,11903313,N,Y,42.016883,-87.8123959
